claim_id,claim,claim_label,evidences.0.evidence_id,evidences.0.evidence_label,evidences.0.article,evidences.0.evidence,evidences.0.entropy,evidences.0.votes.0,evidences.0.votes.1,evidences.0.votes.2,evidences.0.votes.3,evidences.0.votes.4,evidences.1.evidence_id,evidences.1.evidence_label,evidences.1.article,evidences.1.evidence,evidences.1.entropy,evidences.1.votes.0,evidences.1.votes.1,evidences.1.votes.2,evidences.1.votes.3,evidences.1.votes.4,evidences.2.evidence_id,evidences.2.evidence_label,evidences.2.article,evidences.2.evidence,evidences.2.entropy,evidences.2.votes.0,evidences.2.votes.1,evidences.2.votes.2,evidences.2.votes.3,evidences.2.votes.4,evidences.3.evidence_id,evidences.3.evidence_label,evidences.3.article,evidences.3.evidence,evidences.3.entropy,evidences.3.votes.0,evidences.3.votes.1,evidences.3.votes.2,evidences.3.votes.3,evidences.3.votes.4,evidences.4.evidence_id,evidences.4.evidence_label,evidences.4.article,evidences.4.evidence,evidences.4.entropy,evidences.4.votes.0,evidences.4.votes.1,evidences.4.votes.2,evidences.4.votes.3,evidences.4.votes.4
1603,Coral atolls grow as sea levels rise.,0,Climate change in Tuvalu:34,SUPPORTS,Climate change in Tuvalu,Gradual sea-level rise also allows for coral polyp activity to raise the atolls with the sea level.,0,SUPPORTS,SUPPORTS,,,,Coral reef:17,SUPPORTS,Coral reef,"As communities established themselves, the reefs grew upwards, pacing rising sea levels.",0,SUPPORTS,SUPPORTS,,,,Coral reef:52,SUPPORTS,Coral reef,"Healthy tropical coral reefs grow horizontally from 1 to 3 cm (0.39 to 1.18 in) per year, and grow vertically anywhere from 1 to 25 cm (0.39 to 9.84 in) per year; however, they grow only at depths shallower than 150 m (490 ft) because of their need for sunlight, and cannot grow above sea level.",0,SUPPORTS,SUPPORTS,,,,Coral reef:98,SUPPORTS,Coral reef,Atolls may also be formed by the sinking of the seabed or rising of the sea level.,0,SUPPORTS,SUPPORTS,,,,Tuvalu:484,SUPPORTS,Tuvalu,Gradual sea-level rise also allows for coral polyp activity to increase the reefs.,0,SUPPORTS,SUPPORTS,,,
1604,"CO2 increase is natural, not human-caused.",1,Carbon dioxide in Earth's atmosphere:140,REFUTES,Carbon dioxide in Earth's atmosphere,"While CO 2 absorption and release is always happening as a result of natural processes, the recent rise in CO 2 levels in the atmosphere is known to be mainly due to human (anthropogenic) activity.",0,REFUTES,REFUTES,,,,Carbon dioxide:186,REFUTES,Carbon dioxide,Human activities have caused CO 2 to increase above levels not seen in hundreds of thousands of years.,0,REFUTES,REFUTES,,,,Global warming:59,REFUTES,Global warming,"Human activity since the Industrial Revolution has increased the amount of greenhouse gases in the atmosphere, leading to increased radiative forcing from CO2, methane, tropospheric ozone, CFCs, and nitrous oxide.",0,REFUTES,REFUTES,,,,Greenhouse gas:123,REFUTES,Greenhouse gas,"[clarification needed] This increase is the result of human activities by burning fossil fuels, deforestation and forest degradation in tropical and boreal regions.",0,REFUTES,REFUTES,,,,Greenhouse gas:130,REFUTES,Greenhouse gas,"It is likely that anthropogenic (i.e., human-induced) warming, such as that due to elevated greenhouse gas levels, has had a discernible influence on many physical and biological systems.",0,REFUTES,REFUTES,,,
1605,Scientists retracted claim that sea levels are rising.,0,Global warming:166,REFUTES,Global warming,Sea level rise will continue over many centuries.,0.636514168,REFUTES,SUPPORTS,REFUTES,,,Global warming:354,NOT_ENOUGH_INFO,Global warming,"rising sea levels, shrinking Arctic sea ice).",1.098612289,REFUTES,SUPPORTS,NOT_ENOUGH_INFO,,,Global warming:9,REFUTES,Global warming,"The effects of global warming include rising sea levels, regional changes in precipitation, more frequent extreme weather events such as heat waves, and expansion of deserts.",0.636514168,REFUTES,SUPPORTS,REFUTES,,,Sea level rise:0,REFUTES,Sea level rise,"Since at least the start of the 20th century, the average global sea level has been rising.",0.636514168,REFUTES,SUPPORTS,REFUTES,,,Sea level rise:322,REFUTES,Sea level rise,"""Scientists keep upping their projections for how much the oceans will rise this century"".",0.636514168,REFUTES,SUPPORTS,REFUTES,,
1606,Renewable energy investment kills jobs.,1,BP:283,NOT_ENOUGH_INFO,BP,"It established an alternative and low carbon energy business in 2005, with plans to invest $8 billion over a 10-year period into renewable energy sources including solar, wind, and biofuels, and non-renewable sources including natural gas and hydrogen power.",0.693147181,REFUTES,NOT_ENOUGH_INFO,,,,Green-collar worker:26,REFUTES,Green-collar worker,"Some 2.3 million people have found renewable energy jobs in recent years, and projected investments of $630 billion by 2030 would translate into at least 20 million additional jobs.",0,REFUTES,REFUTES,,,,Green-collar worker:9,REFUTES,Green-collar worker,"In the context of the current world economic crisis, many experts now argue that a massive push to develop renewable sources of energy could create millions of new jobs and help the economy recover while simultaneously improving the environment, increasing labour conditions in poor economies, and strengthening energy and food security.",0,REFUTES,REFUTES,,,,Renewable energy commercialization:11,REFUTES,Renewable energy commercialization,A key benefit that this investment growth brings is a growth in jobs.,0,REFUTES,REFUTES,,,,Renewable energy:6,REFUTES,Renewable energy,"Globally there are an estimated 7.7 million jobs associated with the renewable energy industries, with solar photovoltaics being the largest renewable employer.",0,REFUTES,REFUTES,,,
1609,Greenland has only lost a tiny fraction of its ice mass.,0,Greenland ice sheet:143,REFUTES,Greenland ice sheet,"If iceberg calving has happened as an average, Greenland lost 294 Gt of its mass during 2007 (one km3 of ice weighs about 0.9 Gt).",0,,REFUTES,REFUTES,,,Greenland:200,REFUTES,Greenland,"Findings show that Greenland has lost 3.8 trillion tonnes of ice since 1992, enough to raise sea levels by almost 11mm (1.06cm).",0,,REFUTES,REFUTES,,,Greenland:201,REFUTES,Greenland,"The rate of ice loss has increased from an average of 33 billion tonnes a year in the 1990s, to 254 billion tonnes a year in the last decade.",0,,REFUTES,REFUTES,,,Retreat of glaciers since 1850:273,REFUTES,Retreat of glaciers since 1850,"Between 2000 and 2016, 29 % of the glacierized area was lost, the remaining area estimated at around 1,300 km2 (500 sq mi).",0,,REFUTES,REFUTES,,,Retreat of glaciers since 1850:286,REFUTES,Retreat of glaciers since 1850,"Between then and 2010, the mountain lost 80 percent of its ice — two-thirds of which since another scientific expedition in the 1970s.",0,,REFUTES,REFUTES,,
1614,Arctic sea ice extent was lower in the past.,1,Arctic Ocean:122,REFUTES,Arctic Ocean,"The mean extent of the ice has been decreasing since 1980 from the average winter value of 15,600,000 km2 (6,023,200 sq mi) at a rate of 3% per decade.",0.636514168,REFUTES,SUPPORTS,,,REFUTES,Climate change in the Arctic:28,NOT_ENOUGH_INFO,Climate change in the Arctic,"The Arctic sea ice September minimum extent (i.e., area with at least 15% sea ice coverage) reached new record lows in 2002, 2005, 2007, and 2012.",1.098612289,NOT_ENOUGH_INFO,SUPPORTS,,,REFUTES,Polar ice cap:37,REFUTES,Polar ice cap,"In August 2013, Arctic sea ice extent averaged 6.09m km2, which represents 1.13 million km2 below the 1981–2010 average for that month.",0.636514168,REFUTES,SUPPORTS,,,REFUTES,Sea ice:117,REFUTES,Sea ice,"In comparison to the extended record, the sea-ice extent in the polar region by September 2007 was only half the recorded mass that had been estimated to exist within the 1950–1970 period.",0.636514168,REFUTES,SUPPORTS,,,REFUTES,Sea ice:118,NOT_ENOUGH_INFO,Sea ice,"Arctic sea ice extent ice hit an all-time low in September 2012, when the ice was determined to cover only 24% of the Arctic Ocean, offsetting the previous low of 29% in 2007.",1.098612289,NOT_ENOUGH_INFO,SUPPORTS,,,REFUTES
1615,Climate change isn't increasing extreme weather damage costs.,0,Climate change adaptation:20,NOT_ENOUGH_INFO,Climate change adaptation,"This causes a variety of secondary effects, namely, changes in patterns of precipitation, rising sea levels, altered patterns of agriculture, increased extreme weather events, the expansion of the range of tropical diseases, and the opening of new marine trade routes.",0.693147181,NOT_ENOUGH_INFO,REFUTES,,,,Economic impacts of climate change:2,REFUTES,Economic impacts of climate change,"Many analyses, such as that of the Stern Review presented to the British Government, have predicted reductions by several percent of world gross domestic product due to climate related costs such as dealing with increased extreme weather events and stresses to low-lying areas due to sea level rises.",0,REFUTES,REFUTES,,,,Effects of global warming:259,REFUTES,Effects of global warming,Global losses reveal rapidly rising costs due to extreme weather-related events since the 1970s.,0,REFUTES,REFUTES,,,,Heat wave:54,REFUTES,Heat wave,"Global warming boosts the probability of extreme weather events, like heat waves, far more than it boosts more moderate events.",0,REFUTES,REFUTES,,,,Intergovernmental Panel on Climate Change:159,REFUTES,Intergovernmental Panel on Climate Change,"""Impacts [of climate change] will very likely increase due to increased frequencies and intensities of some extreme weather events"".",0,REFUTES,REFUTES,,,
1617,IPCC human-caused global warming attribution confidence is unfounded.,1,Attribution of recent climate change:10,REFUTES,Attribution of recent climate change,"The IPCC's attribution of recent global warming to human activities is a view shared by the scientific community, and is also supported by 196 other scientific organizations worldwide (see also: Scientific consensus on climate change).",0.636514168,REFUTES,NOT_ENOUGH_INFO,REFUTES,,,IPCC Fifth Assessment Report:48,REFUTES,IPCC Fifth Assessment Report,"There is a clear human influence on the climate It is extremely likely that human influence has been the dominant cause of observed warming since 1950, with the level of confidence having increased since the fourth report.",0.636514168,REFUTES,NOT_ENOUGH_INFO,REFUTES,,,Intergovernmental Panel on Climate Change:127,REFUTES,Intergovernmental Panel on Climate Change,"Since the mid-20th century, most of the observed warming is ""likely"" (greater than 66% probability, based on expert judgement) due to human activities.",0.636514168,REFUTES,NOT_ENOUGH_INFO,REFUTES,,,Intergovernmental Panel on Climate Change:190,REFUTES,Intergovernmental Panel on Climate Change,It is extremely likely (95-100% probability) that human influence was the dominant cause of global warming between 1951-2010.,0.636514168,REFUTES,NOT_ENOUGH_INFO,REFUTES,,,Scientific consensus on climate change:306,NOT_ENOUGH_INFO,Scientific consensus on climate change,"They provide an analysis of what is known and not known, the degree of consensus, and some indication of the degree of confidence that can be placed on the various statements and conclusions.""",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,NOT_ENOUGH_INFO,,
1625,Global warming is increasing the risk of heatwaves.,0,Global warming:123,SUPPORTS,Global warming,"Climate change also increases droughts and heat waves that inhibit plant growth, which makes it uncertain whether this balancing feedback will persist in the future.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Global warming:155,SUPPORTS,Global warming,"Many regions have probably already seen increases in warm spells and heat waves, and it is virtually certain that these changes will continue over the 21st century.",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,SUPPORTS,,,Global warming:156,SUPPORTS,Global warming,"Since the 1950s, droughts and heat waves have appeared simultaneously with increasing frequency.",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,SUPPORTS,,,Global warming:9,SUPPORTS,Global warming,"The effects of global warming include rising sea levels, regional changes in precipitation, more frequent extreme weather events such as heat waves, and expansion of deserts.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Heat wave:54,SUPPORTS,Heat wave,"Global warming boosts the probability of extreme weather events, like heat waves, far more than it boosts more moderate events.",0,SUPPORTS,SUPPORTS,SUPPORTS,,
1626,Climate reacts to whatever forces it to change at the time; humans are now the dominant forcing.,1,Attribution of recent climate change:14,SUPPORTS,Attribution of recent climate change,"Human activities can also impose forcings, for example, through changing the composition of the atmosphere.",0,SUPPORTS,SUPPORTS,,,,Climate system:226,NOT_ENOUGH_INFO,Climate system,"Volcanic eruptions, solar variations and anthropogenic changes in the composition of the atmosphere and land use change are external forcings.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Climate system:6,NOT_ENOUGH_INFO,Climate system,"These external forcings can be natural, such as variations in solar intensity and volcanic eruptions, or caused by humans.",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Global warming:45,NOT_ENOUGH_INFO,Global warming,Other changes are caused by external forcings.,0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,,Global warming:832,NOT_ENOUGH_INFO,Global warming,"Climate change may be due to natural internal processes or external forcings such as modulations of the solar cycles, volcanic eruptions and persistent anthropogenic changes in the composition of the atmosphere or in land use.""",0.693147181,SUPPORTS,NOT_ENOUGH_INFO,,,
1627,"In the last 35 years of global warming, sun and climate have been going in opposite directions.",0,Attribution of recent climate change:72,NOT_ENOUGH_INFO,Attribution of recent climate change,Over the past five decades there has been a global warming of approximately 0.65 °C (1.17 °F) at the Earth's surface (see historical temperature record).,0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Climate:12,NOT_ENOUGH_INFO,Climate,Climate change may occur over long and short timescales from a variety of factors; recent warming is discussed in global warming.,0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Global warming controversy:998,SUPPORTS,Global warming controversy,"""Recent oppositely directed trends in solar climate forcings and the global mean surface air temperature"" (PDF).",0,SUPPORTS,SUPPORTS,,,,Global warming:22,NOT_ENOUGH_INFO,Global warming,"Currently, surface temperatures are rising by about 0.2 °C per decade.",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,,Global warming:276,NOT_ENOUGH_INFO,Global warming,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",0.693147181,REFUTES,SUPPORTS,,,
1629,97% of climate experts agree humans are causing global warming.,1,21st century:490,SUPPORTS,21st century,Climate scientists have reached a consensus that the earth is undergoing significant anthropogenic (human-induced) global warming.,0,SUPPORTS,SUPPORTS,SUPPORTS,,,Global warming:276,SUPPORTS,Global warming,"In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Scientific consensus on climate change:10,SUPPORTS,Scientific consensus on climate change,"Of these, 97% agree, explicitly or implicitly, that global warming is happening and is human-caused.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Scientific consensus on climate change:266,SUPPORTS,Scientific consensus on climate change,"97% of the scientists surveyed agreed that global temperatures had increased during the past 100 years; 84% said they personally believed human-induced warming was occurring, and 74% agreed that ""currently available scientific evidence"" substantiated its occurrence.",0.636514168,REFUTES,SUPPORTS,SUPPORTS,,,Scientific consensus on climate change:289,SUPPORTS,Scientific consensus on climate change,"They found 4,014 which discussed the cause of recent global warming, and of these ""97.1% endorsed the consensus position that humans are causing global warming"".",0,SUPPORTS,SUPPORTS,SUPPORTS,,
1643,"Al Gore's book is quite accurate, and far more accurate than contrarian books.",0,Al Gore:399,SUPPORTS,Al Gore,"In a 2007 court case, a British judge said that while he had ""no doubt ...the film was broadly accurate"" and its ""four main scientific hypotheses ...are supported by a vast quantity of research"", he upheld nine of a ""long schedule"" of alleged errors presented to the court.",0,SUPPORTS,SUPPORTS,,,,An Inconvenient Truth:109,SUPPORTS,An Inconvenient Truth,"All 19 climate scientists who had seen the movie or had read the homonymous book said that Gore accurately conveyed the science, with few errors.",0,SUPPORTS,SUPPORTS,,,,An Inconvenient Truth:133,SUPPORTS,An Inconvenient Truth,"""He is making a qualitative point, which is entirely accurate.",0,SUPPORTS,SUPPORTS,,,,An Inconvenient Truth:170,SUPPORTS,An Inconvenient Truth,"The story is scientifically accurate and yet should be understandable to the public, a public that is less and less drawn to science.""",0,SUPPORTS,SUPPORTS,,,,Earth in the Balance:0,NOT_ENOUGH_INFO,Earth in the Balance,"Earth in the Balance: Ecology and the Human Spirit (ISBN 0-452-26935-0, paperback ISBN 1-85383-743-1) is a 1992 book written by Al Gore, published in June 1992, shortly before he was elected Vice President in the 1992 presidential election.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,
1644,"Most glaciers are retreating, posing a serious problem for millions who rely on glaciers for water.",1,Effects of global warming on human health:459,NOT_ENOUGH_INFO,Effects of global warming on human health,"Earth's glaciers are expected to melt within the next forty years, greatly decreasing fresh water flow in the hotter times of the year, causing everyone to depend on rainwater, resulting in large shortages and fluctuations in fresh water availability which largely effects agriculture, power supply, and human health and well-being.",0.693147181,SUPPORTS,REFUTES,,,,Glacier:92,SUPPORTS,Glacier,"Following the Little Ice Age's end around 1850, glaciers around the Earth have retreated substantially.",0,SUPPORTS,SUPPORTS,,,,Glacier:93,SUPPORTS,Glacier,"A slight cooling led to the advance of many alpine glaciers between 1950 and 1985, but since 1985 glacier retreat and mass loss has become larger and increasingly ubiquitous.",0,SUPPORTS,SUPPORTS,,,,Retreat of glaciers since 1850:401,SUPPORTS,Retreat of glaciers since 1850,"In areas that are heavily dependent on water runoff from glaciers that melt during the warmer summer months, a continuation of the current retreat will eventually deplete the glacial ice and substantially reduce or eliminate runoff.",0,SUPPORTS,SUPPORTS,,,,Water scarcity:140,SUPPORTS,Water scarcity,"Climate change has caused receding glaciers, reduced stream and river flow, and shrinking lakes and ponds.",0,SUPPORTS,SUPPORTS,,,
1647,Extreme weather events are being made more frequent and worse by global warming.,0,Global issue:19,SUPPORTS,Global issue,"Other likely changes include more frequent extreme weather events such as heat waves, droughts, wildfires, heavy rainfall with floods, and heavy snowfall; ocean acidification; and massive extinctions of species due to shifting temperature regimes.",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,SUPPORTS,,,Global warming:198,SUPPORTS,Global warming,"Impacts include the direct effects of extreme weather, leading to injury and loss of life; and indirect effects, such as undernutrition brought on by crop failures.",0.636514168,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO,,,Global warming:9,SUPPORTS,Global warming,"The effects of global warming include rising sea levels, regional changes in precipitation, more frequent extreme weather events such as heat waves, and expansion of deserts.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Heat wave:54,SUPPORTS,Heat wave,"Global warming boosts the probability of extreme weather events, like heat waves, far more than it boosts more moderate events.",0,SUPPORTS,SUPPORTS,SUPPORTS,,,Weather:96,SUPPORTS,Weather,"Climate change caused by human activities that emit greenhouse gases into the air is expected to affect the frequency of extreme weather events such as drought, extreme temperatures, flooding, high winds, and severe storms.",0,SUPPORTS,SUPPORTS,SUPPORTS,,
1648,A variety of different measurements find steadily rising sea levels over the past century.,1,Global warming:146,SUPPORTS,Global warming,"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well.",0,SUPPORTS,SUPPORTS,,,,Sea level rise:0,SUPPORTS,Sea level rise,"Since at least the start of the 20th century, the average global sea level has been rising.",0,SUPPORTS,SUPPORTS,,,,Sea level rise:1,SUPPORTS,Sea level rise,"Between 1900 and 2016, the sea level rose by 16–21 cm (6.3–8.3 in).",0,SUPPORTS,SUPPORTS,,,,Sea level rise:2,SUPPORTS,Sea level rise,"More precise data gathered from satellite radar measurements reveal an accelerating rise of 7.5 cm (3.0 in) from 1993 to 2017, which is a trend of roughly 30 cm (12 in) per century.",0,SUPPORTS,SUPPORTS,,,,Sea level rise:26,SUPPORTS,Sea level rise,"Since the last glacial maximum about 20,000 years ago, the sea level has risen by more than 125 metres (410 ft), with rates varying from less than a mm/year to 40+ mm/year, as a result of melting ice sheets over Canada and Eurasia.",0,SUPPORTS,SUPPORTS,,,
1653,The most recent ocean measurements show consistent warming.,0,Global warming:28,NOT_ENOUGH_INFO,Global warming,"The warming evident in the instrumental temperature record is consistent with a wide range of observations, documented by many independent scientific groups; for example, in most continental regions the frequency and intensity of heavy precipitation has increased.",0.693147181,,NOT_ENOUGH_INFO,SUPPORTS,,,Instrumental temperature record:5,SUPPORTS,Instrumental temperature record,"The global average and combined land and ocean surface temperature, show a warming of 0.85 [0.65 to 1.06] °C, in the period 1880 to 2012, based on multiple independently produced datasets.",0,,SUPPORTS,SUPPORTS,,,Physical impacts of climate change:243,SUPPORTS,Physical impacts of climate change,"From 1961 to 2003, the global ocean temperature has risen by 0.10 °C from the surface to a depth of 700 m. There is variability both year-to-year and over longer time scales, with global ocean heat content observations showing high rates of warming for 1991 to 2003, but some cooling from 2003 to 2007.",0,,SUPPORTS,SUPPORTS,,,Scientific consensus on climate change:391,SUPPORTS,Scientific consensus on climate change,"""Warming of the climate system is unequivocal, as is now evident from observations of increases in global average air and ocean temperatures, widespread melting of snow and ice and rising global average sea level.""",0,,SUPPORTS,SUPPORTS,,,Scientific consensus on climate change:49,SUPPORTS,Scientific consensus on climate change,"The IPCC Fourth Assessment Report stated that: Warming of the climate system is unequivocal, as evidenced by increases in global average air and ocean temperatures, the widespread melting of snow and ice, and rising global average sea level.",0,,SUPPORTS,SUPPORTS,,
1656,The natural cycle adds and removes CO2 to keep a balance; humans add extra CO2 without removing any.,1,Carbon capture and storage:36,NOT_ENOUGH_INFO,Carbon capture and storage,"The CO 2 is removed after combustion of fossil fuels, but before the flue gas is expanded to atmospheric pressure.",0.693147181,NOT_ENOUGH_INFO,SUPPORTS,,,,Carbon cycle:110,SUPPORTS,Carbon cycle,"Since the industrial revolution, human activity has modified the carbon cycle by changing its components' functions and directly adding carbon to the atmosphere.",0,SUPPORTS,SUPPORTS,,,,Carbon cycle:113,SUPPORTS,Carbon cycle,"Another direct human impact on the carbon cycle is the chemical process of calcination of limestone for clinker production, which releases CO 2.",0,SUPPORTS,SUPPORTS,,,,Carbon sequestration:198,NOT_ENOUGH_INFO,Carbon sequestration,"Various carbon dioxide scrubbing processes have been proposed to remove CO 2 from the air, usually using a variant of the Kraft process.",0.693147181,SUPPORTS,REFUTES,,,,Climate change mitigation:29,SUPPORTS,Climate change mitigation,The reason for this is that human activities are adding CO2 to the atmosphere faster than natural processes can remove it (see carbon dioxide in Earth's atmosphere for a complete explanation).,0,SUPPORTS,SUPPORTS,,,
1658,"Rising CO2 increases atmospheric water vapor, which makes global warming much worse.",0,Carbon dioxide:192,SUPPORTS,Carbon dioxide,"Increases in atmospheric concentrations of CO 2 and other long-lived greenhouse gases such as methane, nitrous oxide and ozone have correspondingly strengthened their absorption and emission of infrared radiation, causing the rise in average global temperature since the mid-20th century.",0,SUPPORTS,SUPPORTS,,,,Carbon dioxide:194,SUPPORTS,Carbon dioxide,"Not only do increasing carbon dioxide concentrations lead to increases in global surface temperature, but increasing global temperatures also cause increasing concentrations of carbon dioxide.",0,SUPPORTS,SUPPORTS,,,,Carbon dioxide:21,SUPPORTS,Carbon dioxide,"Since the Industrial Revolution anthropogenic emissions – primarily from use of fossil fuels and deforestation – have rapidly increased its concentration in the atmosphere, leading to global warming.",0,SUPPORTS,SUPPORTS,,,,Global warming:153,SUPPORTS,Global warming,"Higher atmospheric CO2 concentrations have led to an increase in dissolved CO2, which causes ocean acidification.",0,SUPPORTS,SUPPORTS,,,,Greenhouse gas:174,SUPPORTS,Greenhouse gas,"Indirectly, human activity that increases global temperatures will increase water vapor concentrations, a process known as water vapor feedback.",0,SUPPORTS,SUPPORTS,,,
1659,Polar bears are in danger of extinction as well as many other species.,1,Global warming:14,SUPPORTS,Global warming,"Environmental impacts include the extinction or relocation of many species as their ecosystems change, most immediately the environments of coral reefs, mountains, and the Arctic.",0,SUPPORTS,SUPPORTS,,,,Global warming:177,SUPPORTS,Global warming,"Overall, it is expected that climate change will result in the extinction of many species and reduced diversity of ecosystems.",0,SUPPORTS,SUPPORTS,,,,Holocene extinction:1245,SUPPORTS,Holocene extinction,"""Global habitat loss and extinction risk of terrestrial vertebrates under future land-use-change scenarios"".",0,SUPPORTS,SUPPORTS,,,,Holocene extinction:28,SUPPORTS,Holocene extinction,"There is widespread consensus among scientists that human activity is accelerating the extinction of many animal species through the destruction of habitats, the consumption of animals as resources, and the elimination of species that humans view as threats or competitors.",0,SUPPORTS,SUPPORTS,,,,Polar bear:355,SUPPORTS,Polar bear,The key danger posed by climate change is malnutrition or starvation due to habitat loss.,0,SUPPORTS,SUPPORTS,,,
1663,"Greenland on the whole is losing ice, as confirmed by satellite measurement.",0,Greenland ice sheet:41,SUPPORTS,Greenland ice sheet,"These measurements came from the US space agency's GRACE (Gravity Recovery and Climate Experiment) satellite, launched in 2002, as reported by BBC.",0.636514168,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO,,,Greenland ice sheet:92,SUPPORTS,Greenland ice sheet,Play media Satellite measurements of Greenland's ice cover from 1979 to 2009 reveals a trend of increased melting.,0.636514168,SUPPORTS,REFUTES,SUPPORTS,,,Greenland:178,SUPPORTS,Greenland,"This glacier was discovered in 2002 to be shrinking rapidly, and by 2007 had completely melted away, leaving the exposed island.",0.636514168,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO,,,Greenland:200,SUPPORTS,Greenland,"Findings show that Greenland has lost 3.8 trillion tonnes of ice since 1992, enough to raise sea levels by almost 11mm (1.06cm).",0.636514168,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO,,,Greenland:740,SUPPORTS,Greenland,"""Greenland Glaciers Losing Ice Much Faster, Study Says"".",0,SUPPORTS,SUPPORTS,SUPPORTS,,
1665,The effects of enhanced CO2 on terrestrial plants are variable and complex and dependent on numerous factors.,1,Biodiversity:310,SUPPORTS,Biodiversity,"Increasing atmospheric carbon dioxide certainly affects plant morphology and is acidifying oceans, and temperature affects species ranges, phenology, and weather, but, mercifully, the major impacts that have been predicted are still potential futures.",0,,SUPPORTS,SUPPORTS,,,Carbon dioxide:232,NOT_ENOUGH_INFO,Carbon dioxide,"Carbon fixation is a biochemical process by which atmospheric carbon dioxide is incorporated by plants, algae and (cyanobacteria) into energy-rich organic molecules such as glucose, thus creating their own food by photosynthesis.",0,,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,Carbon dioxide:245,SUPPORTS,Carbon dioxide,The concentration of secondary metabolites such as phenylpropanoids and flavonoids can also be altered in plants exposed to high concentrations of CO 2.,0,,SUPPORTS,SUPPORTS,,,Climate change and agriculture:266,SUPPORTS,Climate change and agriculture,Elevated atmospheric carbon dioxide affects plants in a variety of ways.,0,,SUPPORTS,SUPPORTS,,,Sustainability:256,NOT_ENOUGH_INFO,Sustainability,"The environmental effects of different dietary patterns depend on many factors, including the proportion of animal and plant foods consumed and the method of food production.",0,,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,
1668,Thick arctic sea ice is in rapid retreat.,0,Holocene glacial retreat:0,NOT_ENOUGH_INFO,Holocene glacial retreat,The Holocene glacial retreat is a geographical phenomenon that involved the global deglaciation of glaciers that previously had advanced during the Last Glacial Maximum.,0.636514168,NOT_ENOUGH_INFO,SUPPORTS,,,NOT_ENOUGH_INFO,North Pole:177,SUPPORTS,North Pole,"The retreat of the Arctic sea ice will accelerate global warming, as less ice cover reflects less solar radiation, and may have serious climate implications by contributing to Arctic cyclone generation.",0.636514168,NOT_ENOUGH_INFO,SUPPORTS,,,SUPPORTS,Retreat of glaciers since 1850:336,SUPPORTS,Retreat of glaciers since 1850,"In 2002 the 12 km (7.5 mi) long floating terminus of the glacier entered a phase of rapid retreat, with the ice front breaking up and the floating terminus disintegrating and accelerating to a retreat rate of over 30 m (98 ft) per day.",0.636514168,SUPPORTS,SUPPORTS,,,NOT_ENOUGH_INFO,Retreat of glaciers since 1850:769,NOT_ENOUGH_INFO,Retreat of glaciers since 1850,"""Fast-flow advance and parallel rapid retreat of non-surging tidewater glaciers in Icy Bay and Yakutat Bay, Alaska 1888–2003"".",0,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,,,NOT_ENOUGH_INFO,Sea ice:115,SUPPORTS,Sea ice,"A composite record of Arctic ice demonstrates that the floes' retreat began around 1900, experiencing more rapid melting beginning within the past 50 years.",0,SUPPORTS,SUPPORTS,,,SUPPORTS
